OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
69389,53,005,010803,1400000US53005010803,53005010803,108.03,Benton,WA,Washing,"Census Tract 108.03, Benton County, Washington","8,458.00",404.00,"6,222.00",0.63,0.15,0.43,0.11,0.55,0.41,0.29,0.30,1.56,0.36,0.00,0.43,0.00,0.73,0.00,0.00,1.16,0.57,0.66,0.08,0.31,1.05,0.10,0.49,0.58,0.00,1.07,0.52,0.37,0.37,0.37,5.22,0.30,0.34,0.34,0.34,0.28,0.06,0.15,0.41,0.19,0.28,0.14,1.50,0.11,0.59,0.79,0.31,0.00,1.68,0.25,0.71,0.00,0.71,0.42,4.24,0.13,0.00,0.00,1.00,0.00,0.00,1.00,0.20,1.00,8.71,0.26,26.67,0.00,6.82,0.00,4.83,0.00,0.00,30.65,12.51,12.42,34.12,68.92,0.00,29.36,17.80,19.17,2.00,2.30,9.70,17.67,4.30,6.60,17.20,26.60,9.80,0.00,5.60,0.00,28.90,9.60,7.80,9.70,8.10,0.32,0.46,0.76,0.17,0.07,"24,961.69","11,763,379.60"
69390,53,005,010805,1400000US53005010805,53005010805,108.05,Benton,WA,Washing,"Census Tract 108.05, Benton County, Washington","6,632.00",491.00,"5,425.00",0.66,0.16,0.66,0.25,0.61,0.45,0.46,0.36,1.88,0.50,0.00,0.50,0.00,0.80,0.00,0.00,1.30,0.61,0.61,0.11,0.25,0.97,0.07,0.68,0.37,0.00,1.04,0.50,0.51,0.51,0.51,5.70,0.41,0.40,0.40,0.40,0.21,0.13,0.52,0.55,0.18,0.31,0.31,2.22,0.23,0.61,0.24,0.67,0.48,2.00,0.49,0.62,0.00,0.62,0.35,5.23,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,8.87,0.37,28.01,0.00,14.15,0.00,15.92,0.00,0.00,46.47,18.78,13.21,79.54,25.87,0.00,50.13,21.60,15.86,3.20,5.00,13.00,17.59,4.60,11.30,17.50,18.10,14.90,1.20,2.20,0.00,29.20,9.80,7.20,10.70,8.70,0.34,0.52,0.61,0.24,0.14,"21,590.03","13,132,557.20"
69391,53,005,010807,1400000US53005010807,53005010807,108.07,Benton,WA,Washing,"Census Tract 108.07, Benton County, Washington","1,372.00",180.00,703.00,0.94,0.31,0.74,0.30,0.46,0.34,0.05,0.17,1.03,0.17,0.00,0.00,0.00,0.00,0.92,0.00,0.92,0.51,0.85,0.03,0.95,1.83,0.70,0.47,0.38,0.00,0.85,0.42,0.28,0.28,0.28,4.90,0.23,0.47,0.47,0.47,0.38,0.32,0.73,0.40,0.01,0.66,0.56,3.06,0.40,0.10,0.98,0.54,0.74,2.36,0.78,0.96,0.00,0.96,0.63,6.86,0.50,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.67,8.38,0.11,23.25,0.00,0.00,0.00,0.00,8.35,0.00,0.46,4.53,3.83,29.43,27.71,0.00,16.70,27.60,23.99,6.50,7.00,9.50,8.95,9.80,18.30,7.80,35.70,13.00,4.40,33.30,0.00,30.20,10.70,6.60,12.80,9.20,0.40,0.74,0.47,0.31,0.36,"49,284.03","97,422,203.46"
69392,53,005,010809,1400000US53005010809,53005010809,108.09,Benton,WA,Washing,"Census Tract 108.09, Benton County, Washington","6,261.00",621.00,"8,572.00",0.83,0.26,0.63,0.23,0.61,0.46,0.37,0.30,1.74,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.13,0.03,0.93,0.06,0.79,0.00,0.00,0.79,0.37,0.40,0.40,0.40,3.86,0.07,0.40,0.40,0.40,0.45,0.35,0.40,0.68,0.57,0.26,0.45,3.18,0.43,0.46,0.77,0.82,0.35,2.40,0.81,0.84,0.38,1.22,0.74,7.19,0.56,0.00,1.00,0.00,0.00,0.00,1.00,0.20,1.33,8.90,0.31,26.61,0.00,0.00,0.00,0.00,0.00,0.00,8.98,23.12,16.50,100.00,0.00,0.00,33.46,21.60,27.65,7.00,4.10,16.70,28.59,4.00,15.20,15.00,26.30,18.00,0.60,13.70,0.10,26.80,10.80,6.10,13.60,8.60,0.21,0.76,0.37,0.23,0.46,"9,052.74","3,859,603.16"
69393,53,005,010810,1400000US53005010810,53005010810,108.10,Benton,WA,Washing,"Census Tract 108.10, Benton County, Washington","5,161.00",340.00,"2,460.00",0.47,0.09,0.27,0.05,0.61,0.44,0.25,0.28,1.57,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.18,0.62,1.61,0.54,0.73,0.43,0.00,1.16,0.56,0.15,0.15,0.15,4.49,0.16,0.24,0.24,0.24,0.14,0.12,0.34,0.48,0.11,0.16,0.47,1.82,0.16,0.81,0.33,0.57,0.35,2.06,0.55,0.00,0.00,0.00,0.00,4.12,0.11,0.00,0.00,1.00,0.00,0.00,1.00,0.20,1.33,8.82,0.23,25.99,0.00,0.00,0.00,0.00,0.00,0.00,2.63,29.45,7.67,91.51,37.91,0.00,1.67,11.90,12.30,3.10,3.70,11.20,15.22,2.90,15.60,21.60,19.60,13.40,0.60,0.00,0.00,29.50,9.60,8.30,9.90,8.30,0.36,0.46,0.85,0.20,0.08,"12,294.43","5,926,734.34"
69394,53,005,010811,1400000US53005010811,53005010811,108.11,Benton,WA,Washing,"Census Tract 108.11, Benton County, Washington","4,575.00",272.00,"1,368.00",0.15,0.01,0.15,0.02,0.55,0.40,0.16,0.25,1.36,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.08,0.93,1.80,0.69,0.29,0.55,0.00,0.84,0.41,0.23,0.23,0.23,4.23,0.12,0.22,0.22,0.22,0.07,0.01,0.09,0.00,0.02,0.14,0.08,0.42,0.01,0.56,0.76,0.19,0.21,1.71,0.26,0.67,0.00,0.67,0.39,3.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.66,0.18,25.26,0.00,0.00,0.00,0.00,0.00,0.00,6.06,12.77,4.00,3.72,62.54,0.00,10.08,10.70,8.50,0.60,1.80,0.20,9.98,2.60,4.80,16.60,26.00,8.10,0.20,3.90,0.00,27.40,9.70,7.00,10.10,7.90,0.24,0.49,0.56,0.15,0.09,"20,249.98","23,124,997.96"
69395,53,005,010813,1400000US53005010813,53005010813,108.13,Benton,WA,Washing,"Census Tract 108.13, Benton County, Washington","13,357.00",601.00,"8,760.00",0.76,0.22,0.56,0.19,0.61,0.46,0.21,0.28,1.55,0.36,0.00,0.33,0.00,0.81,0.00,0.00,1.14,0.56,1.00,0.09,0.37,1.46,0.41,0.52,0.54,0.00,1.06,0.51,0.31,0.31,0.31,5.52,0.37,0.29,0.29,0.29,0.24,0.27,0.34,0.32,0.45,0.05,0.27,1.95,0.18,0.70,0.79,0.40,0.00,1.90,0.40,0.70,0.00,0.70,0.40,4.83,0.20,0.00,0.00,1.00,0.00,0.00,1.00,0.20,1.33,8.89,0.21,25.99,0.00,1.11,0.00,16.42,0.00,0.00,0.00,15.37,11.47,39.10,60.82,0.00,20.84,14.50,17.23,5.70,3.70,8.00,24.82,1.40,10.20,19.10,26.70,11.10,0.00,5.00,0.00,29.40,10.20,7.60,11.60,9.10,0.35,0.62,0.71,0.29,0.23,"19,544.73","20,433,318.17"
69396,53,005,010814,1400000US53005010814,53005010814,108.14,Benton,WA,Washing,"Census Tract 108.14, Benton County, Washington","4,786.00",350.00,"1,764.00",0.53,0.11,0.53,0.16,0.55,0.39,0.05,0.17,1.17,0.21,0.00,0.00,0.00,0.69,0.92,0.00,1.62,0.73,1.00,0.06,0.97,2.03,0.83,0.50,0.38,0.00,0.88,0.43,0.14,0.14,0.14,5.83,0.44,0.26,0.26,0.26,0.15,0.09,0.51,0.01,0.04,0.48,0.03,1.31,0.09,0.21,0.98,0.03,0.25,1.48,0.14,0.78,0.00,0.78,0.46,3.83,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.62,0.11,23.33,0.00,0.00,0.00,2.64,8.70,0.00,0.00,8.96,3.33,35.36,27.94,0.00,0.68,13.10,12.68,2.50,4.90,0.90,11.90,6.80,2.90,10.60,35.70,4.70,0.30,9.30,0.00,25.30,10.00,6.10,11.50,7.00,0.14,0.57,0.37,0.08,0.22,"47,348.39","93,478,449.91"
69397,53,005,010901,1400000US53005010901,53005010901,109.01,Benton,WA,Washing,"Census Tract 109.01, Benton County, Washington","7,195.00",588.00,"13,775.00",1.60,0.67,1.20,0.67,0.61,0.47,0.36,0.29,1.72,0.44,0.00,0.79,0.00,0.00,0.00,0.00,0.79,0.40,0.44,0.66,0.34,1.45,0.39,0.79,0.00,0.00,0.79,0.37,0.68,0.68,0.68,5.43,0.35,0.62,0.62,0.62,0.64,0.64,0.88,0.81,0.76,0.73,0.88,5.33,0.87,0.24,0.41,0.80,0.42,1.87,0.38,0.44,0.96,1.40,0.82,9.21,0.86,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.33,8.95,0.30,26.42,0.00,87.74,0.00,0.00,0.00,0.00,94.84,74.59,11.89,100.00,0.00,0.00,80.29,41.30,37.21,13.20,10.20,22.00,36.29,11.40,32.40,11.10,20.90,17.50,0.90,0.40,12.30,28.90,11.50,5.40,17.00,10.20,0.32,0.86,0.24,0.43,0.80,"12,735.02","7,657,836.86"
69398,53,005,010902,1400000US53005010902,53005010902,109.02,Benton,WA,Washing,"Census Tract 109.02, Benton County, Washington","5,274.00",465.00,"3,402.00",1.60,0.67,1.20,0.66,0.61,0.48,0.31,0.29,1.68,0.42,0.00,0.60,0.00,0.00,0.00,0.00,0.60,0.31,0.69,0.66,0.16,1.50,0.45,0.64,0.25,0.00,0.89,0.43,0.68,0.68,0.68,5.34,0.33,0.61,0.61,0.61,0.73,0.73,0.88,0.67,0.73,0.77,0.48,5.01,0.81,0.15,0.97,0.46,0.87,2.45,0.84,0.80,0.45,1.24,0.75,9.31,0.87,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.33,8.97,0.27,26.28,0.00,33.08,0.00,0.00,0.00,0.00,23.33,74.25,14.33,69.20,9.47,0.00,78.93,41.00,43.43,16.50,10.20,16.50,34.86,12.70,15.90,9.30,34.40,11.90,9.50,10.40,0.20,28.60,11.40,5.50,15.90,10.00,0.30,0.85,0.26,0.41,0.71,"8,590.01","2,572,857.87"
69399,53,005,011001,1400000US53005011001,53005011001,110.01,Benton,WA,Washing,"Census Tract 110.01, Benton County, Washington","5,518.00",523.00,"3,331.00",1.74,0.73,1.54,0.86,0.61,0.49,0.51,0.31,1.92,0.52,0.00,0.40,0.00,0.88,0.00,0.00,1.28,0.61,0.39,0.69,0.37,1.45,0.40,0.79,0.61,0.00,1.40,0.68,0.69,0.69,0.69,6.74,0.65,0.70,0.70,0.70,0.87,0.63,0.34,0.70,0.76,0.65,0.63,4.59,0.73,0.30,0.85,0.83,0.91,2.89,0.98,0.66,0.64,1.30,0.77,9.47,0.89,0.00,1.00,0.00,0.00,0.00,1.00,0.20,1.33,9.04,0.41,26.83,0.00,4.41,0.00,39.89,0.00,0.00,100.00,77.10,11.36,100.00,75.97,0.00,81.99,52.00,54.78,13.10,3.70,17.30,36.19,9.70,20.60,12.30,28.20,18.20,13.40,3.30,0.70,30.10,11.30,6.90,15.20,10.90,0.39,0.84,0.54,0.52,0.64,"12,193.27","5,724,916.51"
69400,53,005,011002,1400000US53005011002,53005011002,110.02,Benton,WA,Washing,"Census Tract 110.02, Benton County, Washington","5,149.00",441.00,"4,944.00",1.53,0.64,1.13,0.61,0.61,0.48,0.32,0.29,1.70,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.66,0.20,1.57,0.51,0.50,0.75,0.00,1.24,0.59,0.44,0.44,0.44,4.95,0.24,0.60,0.60,0.60,0.80,0.70,0.88,0.77,0.61,0.63,0.53,4.92,0.79,0.23,0.89,0.82,0.80,2.74,0.95,0.74,0.45,1.18,0.73,9.44,0.89,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.33,9.00,0.28,26.23,0.00,0.00,0.00,0.00,0.00,0.00,19.28,74.56,13.75,34.25,99.30,0.00,38.45,39.90,48.31,15.20,10.30,20.20,29.84,9.20,17.30,10.90,29.50,18.10,6.20,6.80,0.20,28.00,12.20,5.50,17.40,10.20,0.27,0.92,0.26,0.43,0.82,"6,826.54","2,966,339.01"
69401,53,005,011100,1400000US53005011100,53005011100,111,Benton,WA,Washing,"Census Tract 111, Benton County, Washington","7,555.00",548.00,"4,835.00",1.30,0.52,1.10,0.60,0.61,0.49,0.44,0.37,1.91,0.51,0.00,0.00,0.00,0.81,0.00,0.00,0.81,0.42,0.68,0.61,0.21,1.49,0.44,0.49,0.65,0.00,1.14,0.55,0.56,0.56,0.56,5.92,0.46,0.56,0.56,0.56,0.58,0.40,0.80,0.39,0.52,0.52,0.27,3.48,0.49,0.33,0.85,0.42,0.73,2.32,0.76,0.73,0.64,1.37,0.81,7.72,0.64,0.00,1.00,0.00,0.00,0.00,1.00,0.20,1.33,9.02,0.36,28.16,0.00,0.00,0.00,18.47,0.00,0.00,25.00,70.32,13.72,33.83,84.54,0.00,57.97,35.00,33.91,7.80,8.20,9.30,26.91,7.40,10.10,12.80,28.00,11.30,4.10,6.30,0.70,29.10,10.70,6.60,13.70,9.40,0.33,0.74,0.47,0.33,0.47,"12,763.87","5,172,472.85"
69402,53,005,011200,1400000US53005011200,53005011200,112,Benton,WA,Washing,"Census Tract 112, Benton County, Washington","7,975.00",665.00,"9,637.00",2.12,0.86,1.72,0.93,0.61,0.50,0.57,0.43,2.11,0.59,0.00,0.65,0.00,0.89,0.00,0.00,1.54,0.70,0.60,0.68,0.23,1.51,0.45,0.79,0.55,0.00,1.34,0.65,0.67,0.67,0.67,7.18,0.74,0.80,0.80,0.80,0.93,0.94,0.85,0.83,0.82,0.93,0.65,5.94,0.95,0.11,0.98,0.64,0.92,2.66,0.93,0.54,0.69,1.23,0.74,10.63,0.98,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.33,9.06,0.46,29.55,0.00,47.94,0.00,45.67,0.00,0.00,49.92,75.94,13.36,100.00,63.49,0.00,76.81,68.80,62.44,32.10,9.40,22.90,39.34,20.00,21.10,8.30,35.30,14.50,14.70,1.10,1.00,29.40,12.30,4.80,18.90,11.70,0.35,0.92,0.15,0.62,0.90,"7,510.84","2,520,369.24"
69403,53,005,011300,1400000US53005011300,53005011300,113,Benton,WA,Washing,"Census Tract 113, Benton County, Washington","4,667.00",381.00,"7,711.00",2.05,0.84,1.65,0.91,0.61,0.50,0.55,0.42,2.08,0.58,0.00,0.73,0.00,0.96,0.00,0.00,1.69,0.75,0.65,0.73,0.13,1.51,0.45,0.79,0.44,0.00,1.22,0.59,0.70,0.70,0.70,7.21,0.74,0.70,0.70,0.70,0.72,0.85,0.50,0.56,0.74,0.86,0.82,5.05,0.82,0.24,0.43,0.92,0.89,2.47,0.85,0.68,0.71,1.39,0.82,9.61,0.91,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.33,9.10,0.44,29.26,0.00,71.35,0.00,89.01,0.00,0.00,35.40,80.28,14.63,100.00,38.22,0.00,83.72,52.20,42.78,22.80,4.80,13.20,35.30,15.60,28.10,11.10,21.10,21.70,11.30,4.00,1.20,30.40,11.70,5.50,16.70,11.20,0.41,0.88,0.26,0.56,0.77,"15,413.49","7,018,796.88"
69404,53,005,011401,1400000US53005011401,53005011401,114.01,Benton,WA,Washing,"Census Tract 114.01, Benton County, Washington","3,765.00",340.00,"2,256.00",1.94,0.80,1.54,0.86,0.61,0.50,0.49,0.42,2.01,0.55,0.00,0.45,0.00,0.76,0.00,0.00,1.20,0.58,1.00,0.69,0.29,1.98,0.80,0.60,0.00,0.00,0.60,0.22,0.69,0.69,0.69,6.48,0.59,0.68,0.68,0.68,0.87,0.87,0.61,0.62,0.77,0.69,0.74,5.17,0.84,0.31,0.92,0.82,0.83,2.87,0.97,0.84,0.59,1.42,0.84,10.14,0.95,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.33,9.07,0.39,29.21,0.00,7.91,0.00,7.95,0.00,0.00,0.00,76.74,12.67,59.30,0.00,0.00,81.40,49.50,54.68,24.50,5.70,15.00,36.76,10.40,24.50,12.40,30.50,18.10,7.30,13.80,0.50,30.60,12.20,5.70,17.60,12.00,0.42,0.92,0.29,0.65,0.84,"7,785.18","2,298,239.39"
69405,53,005,011402,1400000US53005011402,53005011402,114.02,Benton,WA,Washing,"Census Tract 114.02, Benton County, Washington","5,609.00",372.00,"2,983.00",1.02,0.36,0.62,0.22,0.61,0.49,0.41,0.39,1.90,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.72,0.66,2.38,0.97,0.34,0.00,0.00,0.34,0.11,0.69,0.69,0.69,5.31,0.32,0.44,0.44,0.44,0.29,0.30,0.17,0.08,0.10,0.29,0.32,1.56,0.12,0.48,0.61,0.60,0.67,2.36,0.78,0.68,0.55,1.23,0.75,5.59,0.30,0.00,1.00,1.00,0.00,0.00,2.00,0.40,1.33,9.04,0.34,28.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.07,7.20,10.33,0.00,0.00,81.40,24.40,19.97,6.10,2.50,3.40,14.89,4.40,11.40,15.40,23.60,13.80,3.00,4.20,0.40,32.30,10.80,7.70,12.90,10.50,0.52,0.76,0.73,0.47,0.37,"10,959.02","7,342,812.45"
69406,53,005,011501,1400000US53005011501,53005011501,115.01,Benton,WA,Washing,"Census Tract 115.01, Benton County, Washington","6,829.00",527.00,"4,782.00",1.69,0.71,1.29,0.72,0.61,0.47,0.23,0.32,1.63,0.39,0.00,0.58,0.00,0.85,0.00,0.00,1.43,0.66,0.66,0.41,0.92,2.00,0.82,0.70,0.17,0.00,0.88,0.43,0.65,0.65,0.65,6.58,0.61,0.44,0.44,0.44,0.59,0.76,0.60,0.08,0.57,0.60,0.48,3.66,0.54,0.45,0.81,0.86,0.74,2.86,0.97,0.99,0.00,0.99,0.66,7.95,0.68,0.00,1.00,0.00,1.00,0.00,2.00,0.40,1.33,8.93,0.22,27.17,0.00,29.03,0.00,30.39,0.00,0.00,30.41,53.88,4.13,85.52,0.24,0.00,73.35,24.90,34.35,17.60,5.60,3.40,28.34,8.60,15.80,14.80,27.20,19.10,4.50,45.60,0.00,31.40,11.80,6.80,15.60,11.40,0.47,0.89,0.52,0.58,0.68,"49,127.35","69,903,284.89"
69407,53,005,011503,1400000US53005011503,53005011503,115.03,Benton,WA,Washing,"Census Tract 115.03, Benton County, Washington","10,559.00",612.00,"6,024.00",0.71,0.19,0.51,0.16,0.61,0.45,0.13,0.27,1.45,0.32,0.00,0.00,0.00,0.70,0.00,0.00,0.70,0.36,1.00,0.15,0.34,1.49,0.44,0.00,0.29,0.00,0.29,0.10,0.62,0.62,0.62,4.55,0.17,0.36,0.36,0.36,0.19,0.32,0.10,0.11,0.15,0.34,0.27,1.48,0.11,0.63,0.80,0.40,0.70,2.55,0.89,0.80,0.70,1.50,0.88,5.89,0.35,0.00,0.00,1.00,0.00,0.00,1.00,0.20,1.33,8.86,0.16,25.79,0.00,0.00,0.00,2.73,0.00,0.00,0.00,25.37,11.89,0.00,14.32,0.00,68.16,19.20,14.87,6.40,1.90,4.10,16.49,5.00,10.30,17.90,27.00,11.10,3.60,10.80,1.10,29.10,9.80,7.80,10.60,8.30,0.33,0.52,0.76,0.20,0.13,"51,248.47","84,632,951.02"
69408,53,005,011504,1400000US53005011504,53005011504,115.04,Benton,WA,Washing,"Census Tract 115.04, Benton County, Washington","3,157.00",252.00,"1,299.00",0.61,0.14,0.41,0.10,0.61,0.48,0.26,0.34,1.69,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.23,0.76,2.00,0.81,0.25,0.00,0.00,0.25,0.09,0.69,0.69,0.69,4.63,0.18,0.46,0.46,0.46,0.38,0.53,0.46,0.02,0.27,0.34,0.29,2.29,0.24,0.27,0.87,0.39,0.00,1.53,0.16,0.82,0.00,0.82,0.49,5.11,0.23,0.00,1.00,0.00,0.00,0.00,1.00,0.20,1.33,8.98,0.24,27.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.62,6.08,0.15,0.00,0.00,81.40,26.40,23.92,10.60,4.50,1.50,19.90,5.00,10.80,11.70,28.80,10.90,0.00,12.50,0.00,26.90,11.30,5.90,14.70,8.90,0.21,0.84,0.33,0.27,0.58,"18,968.58","13,312,047.67"
69409,53,005,011600,1400000US53005011600,53005011600,116,Benton,WA,Washing,"Census Tract 116, Benton County, Washington","1,007.00",160.00,"2,916.00",1.66,0.69,1.46,0.82,0.46,0.33,0.05,0.18,1.03,0.17,0.00,0.33,0.00,0.68,0.82,0.00,1.83,0.82,0.76,0.26,0.99,2.01,0.82,0.37,0.23,0.86,1.47,0.72,0.46,0.46,0.46,6.79,0.66,0.75,0.75,0.75,0.35,0.90,0.91,0.38,0.29,0.72,0.98,4.55,0.72,0.55,0.61,0.46,0.88,2.50,0.86,0.97,0.00,0.97,0.64,8.77,0.80,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.67,8.32,0.11,23.57,0.00,1.11,0.00,1.75,0.05,0.00,10.29,39.68,2.33,14.42,7.20,0.76,41.68,60.10,22.74,27.10,11.60,9.10,20.63,11.30,48.10,16.50,23.60,11.80,10.80,37.00,0.00,28.70,10.40,5.80,13.30,9.60,0.31,0.67,0.31,0.36,0.42,"212,888.90","1,639,704,220.48"
69410,53,005,011700,1400000US53005011700,53005011700,117,Benton,WA,Washing,"Census Tract 117, Benton County, Washington","7,448.00",505.00,"8,136.00",1.83,0.76,1.63,0.90,0.33,0.26,0.18,0.15,0.91,0.14,0.00,0.64,0.00,0.80,0.85,0.00,2.29,0.89,0.67,0.47,0.45,1.58,0.52,0.66,0.68,0.96,2.30,0.97,0.72,0.72,0.72,7.81,0.84,0.69,0.69,0.69,0.63,0.80,0.24,0.65,0.65,0.59,0.67,4.24,0.66,0.57,0.87,0.66,0.86,2.97,0.99,0.75,0.00,0.75,0.44,8.66,0.79,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.33,7.91,0.19,22.41,0.00,43.61,0.00,15.54,0.91,0.00,29.62,58.74,10.00,76.23,91.27,34.91,86.54,51.30,37.03,19.50,3.00,15.80,31.53,8.50,21.90,16.90,28.80,14.80,9.10,7.80,0.00,29.60,10.50,7.00,13.00,10.10,0.36,0.70,0.56,0.42,0.39,"27,182.98","35,809,637.58"
69411,53,005,011800,1400000US53005011800,53005011800,118,Benton,WA,Washing,"Census Tract 118, Benton County, Washington","6,642.00",649.00,"5,030.00",1.53,0.63,1.33,0.74,0.00,0.24,0.04,0.13,0.41,0.05,0.00,0.31,0.00,0.67,0.85,0.00,1.82,0.81,1.00,0.39,0.99,2.38,0.97,0.38,0.27,0.85,1.50,0.74,0.23,0.23,0.23,6.34,0.56,0.67,0.67,0.67,0.57,0.89,0.17,0.39,0.57,0.78,0.83,4.21,0.66,0.39,0.78,0.37,0.86,2.39,0.80,0.90,0.38,1.28,0.77,8.55,0.77,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.80,0.09,21.68,0.00,0.45,0.00,1.42,0.89,0.00,0.00,52.00,2.58,15.00,11.64,0.30,10.13,47.80,33.36,25.90,2.50,9.40,28.58,13.00,28.60,13.80,26.40,10.60,9.00,20.70,0.10,31.70,10.80,6.00,14.10,10.80,0.49,0.76,0.35,0.51,0.52,"207,980.21","880,324,360.57"
69412,53,005,011900,1400000US53005011900,53005011900,119,Benton,WA,Washing,"Census Tract 119, Benton County, Washington","6,144.00",568.00,"4,578.00",0.91,0.30,0.71,0.29,0.00,0.25,0.02,0.13,0.41,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.45,1.82,0.70,0.39,0.22,0.00,0.61,0.22,0.16,0.16,0.16,3.00,0.02,0.57,0.57,0.57,0.54,0.76,0.60,0.41,0.21,0.72,0.61,3.84,0.58,0.59,0.45,0.81,0.80,2.66,0.93,0.97,0.00,0.97,0.64,8.04,0.70,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.87,0.07,21.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.72,9.88,16.78,5.48,0.00,2.86,35.90,31.81,17.60,5.60,9.70,18.29,11.30,19.90,17.20,21.40,17.90,6.20,35.90,0.00,30.80,10.90,6.70,13.80,10.10,0.43,0.77,0.49,0.42,0.48,"72,036.65","166,245,595.77"
69414,53,007,960100,1400000US53007960100,53007960100,9601,Chelan,WA,Washing,"Census Tract 9601, Chelan County, Washington","2,190.00",286.00,"1,023.00",0.80,0.24,0.60,0.21,0.00,0.01,0.00,0.44,0.45,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.36,0.85,1.68,0.60,0.27,0.19,0.00,0.46,0.15,0.19,0.19,0.19,2.78,0.01,0.41,0.41,0.41,0.48,0.66,0.05,0.48,0.34,0.61,0.79,3.41,0.48,0.90,0.10,0.78,0.37,2.15,0.62,0.85,0.55,1.40,0.83,7.37,0.59,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,5.26,0.02,29.61,0.00,0.00,0.00,0.00,0.00,0.00,89.30,49.90,5.08,1.50,1.29,0.00,5.96,22.60,29.11,14.00,1.30,11.20,21.71,8.90,26.80,24.70,13.50,17.00,0.70,15.10,0.40,34.50,10.70,7.20,14.10,11.50,0.65,0.74,0.61,0.59,0.52,"416,615.84","3,136,462,768.99"
